Ngày,NhietDoMax,NhietDoMin,NhietDoTB,NhietDoCamNhanMax,NhietDoCamNhanMin,NhietoCamNhan,SuongMu,DoAm,GioGiat,VanTocGio,HuongGio,MucNuocBien,MayChePhu,TamNhin,BucXa,NangLuongMayTroi,ChiSoUV,MatTrang,TinhTrang,MoTa,Mua/KhngMua
17/10/23,33.0,25.4,28.3,41.2,25.4,32.8,25.9,88.1,24.8,19.2,257.0,1010.0,64.7,9.4,251.9,21.7,9,0.09,3,Partly cloudy throughout the day with late afternoon rain.,rain
18/10/23,33.6,26.0,28.8,42.9,26.0,34.3,26.1,86.5,20.9,13.6,288.9,1010.8,66.9,9.6,253.9,21.9,9,0.12,3,Partly cloudy throughout the day with late afternoon rain.,rain
19/10/23,33.0,24.0,28.8,43.3,24.0,35.5,26.6,88.5,14.4,18.7,199.6,1010.8,51.8,9.0,207.2,18.1,9,0.16,3,Partly cloudy throughout the day with late afternoon rain.,rain
20/10/23,33.4,24.0,28.5,44.4,24.0,34.5,26.0,87.3,31.7,26.1,117.3,1010.7,45.2,8.9,256.2,22.4,9,0.19,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
21/10/23,32.0,26.0,28.0,40.6,26.0,32.2,26.2,90.5,26.6,16.0,103.7,1012.1,43.8,9.3,261.1,22.4,9,0.23,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
22/10/23,33.4,25.0,27.9,43.4,25.0,31.4,26.0,90.1,27.7,15.7,41.8,1012.3,53.1,7.7,263.0,22.6,9,0.25,3,Partly cloudy throughout the day with rain.,rain
23/10/23,32.1,24.0,26.8,42.4,24.0,29.9,25.4,92.7,24.8,23.2,331.0,1012.0,60.1,8.0,264.0,22.8,9,0.3,3,Partly cloudy throughout the day with late afternoon rain.,rain
24/10/23,33.0,24.0,27.9,40.8,24.0,32.6,25.6,88.0,21.2,13.7,341.4,1011.0,46.2,8.8,225.5,19.6,9,0.34,3,Partly cloudy throughout the day with late afternoon rain.,rain
25/10/23,32.4,26.0,27.7,40.0,26.0,31.9,26.3,92.3,15.5,12.2,101.4,1011.4,53.9,8.5,242.9,20.9,9,0.37,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
26/10/23,32.4,25.0,28.1,41.2,25.0,33.2,26.2,89.8,22.3,10.7,125.0,1011.7,52.7,8.6,232.4,20.0,9,0.41,3,Partly cloudy throughout the day with late afternoon rain.,rain
27/10/23,33.2,25.0,28.8,42.3,25.0,34.8,26.4,87.8,38.9,12.6,106.2,1010.9,57.0,9.1,243.6,21.1,9,0.44,3,Partly cloudy throughout the day with late afternoon rain.,rain
28/10/23,33.2,24.4,27.3,41.6,24.4,30.5,25.3,89.9,20.2,12.8,189.1,1010.7,55.8,8.1,252.0,21.6,9,0.48,3,Partly cloudy throughout the day with late afternoon rain.,rain
29/10/23,32.8,25.0,26.7,41.8,25.0,28.9,25.6,94.2,14.8,17.8,46.7,1010.4,60.8,8.3,208.5,17.8,7,0.5,3,Partly cloudy throughout the day with late afternoon rain.,rain
30/10/23,32.2,24.0,27.8,42.0,24.0,32.4,25.7,88.8,27.0,14.0,98.8,1010.2,45.6,9.2,262.5,22.7,9,0.54,3,Partly cloudy throughout the day with late afternoon rain.,rain
31/10/23,33.8,25.0,27.7,41.7,25.0,30.3,25.2,87.9,16.9,12.0,48.2,1010.7,50.2,9.2,217.5,18.8,9,0.58,3,Partly cloudy throughout the day with late afternoon rain.,rain
11/1/2023,33.0,25.0,28.3,41.6,25.0,32.5,25.5,86.3,27.0,15.0,83.6,1010.9,49.3,8.7,246.4,21.3,9,0.61,3,Partly cloudy throughout the day with late afternoon rain.,rain
11/2/2023,32.1,25.1,28.1,41.6,25.1,32.4,26.2,89.9,17.3,16.2,283.1,1010.5,50.6,8.7,218.0,18.7,9,0.64,3,Partly cloudy throughout the day with rain.,rain
11/3/2023,33.0,25.0,27.9,42.8,25.0,31.7,25.9,90.3,33.5,20.2,266.9,1009.2,68.8,8.0,216.0,18.6,9,0.67,3,Partly cloudy throughout the day with early morning rain.,rain
11/4/2023,33.0,24.0,28.6,41.2,24.0,33.4,25.4,84.4,16.6,15.7,110.6,1009.5,48.2,9.0,221.4,19.0,9,0.7,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
11/5/2023,34.0,26.0,28.8,41.9,26.0,33.6,25.8,85.4,19.8,17.6,54.6,1010.5,61.6,9.8,227.3,19.5,9,0.75,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
11/6/2023,34.0,24.4,28.6,41.4,24.4,33.1,25.3,83.9,31.3,22.9,107.0,1010.7,54.1,9.5,234.2,20.2,9,0.77,3,Partly cloudy throughout the day with rain.,rain
11/7/2023,32.0,26.0,28.4,40.6,26.0,33.2,25.9,87.6,17.3,16.2,26.6,1010.4,47.9,8.8,212.1,18.2,8,0.8,3,Partly cloudy throughout the day with rain.,rain
11/8/2023,33.3,25.4,29.2,41.8,25.4,34.5,25.9,83.7,34.9,18.5,126.9,1010.0,46.5,8.8,247.8,21.4,9,0.83,3,Partly cloudy throughout the day with rain.,rain
11/9/2023,34.3,26.0,29.5,42.6,26.0,36.0,26.5,85.4,34.2,19.3,120.2,1010.4,50.4,9.6,200.2,17.3,9,0.87,3,Partly cloudy throughout the day with rain.,rain
11/10/2023,32.0,26.0,28.6,39.7,26.0,33.4,25.9,85.9,27.0,14.8,94.3,1011.7,55.0,9.2,131.3,11.5,7,0.9,3,Partly cloudy throughout the day with rain in the morning and afternoon.,rain
11/11/2023,33.6,26.0,29.5,42.7,26.0,34.5,25.4,80.2,40.0,20.0,109.5,1011.7,40.5,8.8,245.5,21.3,8,0.93,3,Partly cloudy throughout the day with morning rain.,rain
11/12/2023,34.0,26.0,29.1,40.6,26.0,33.6,25.2,81.5,33.1,16.6,100.0,1011.8,40.3,9.7,232.1,20.0,9,0.96,3,Becoming cloudy in the afternoon with late afternoon rain.,rain
13/11/23,34.6,26.0,29.6,41.2,26.0,35.6,26.1,83.9,20.2,17.3,87.2,1011.1,44.3,8.4,242.7,20.9,9,0.0,3,Partly cloudy throughout the day with rain.,rain
14/11/23,34.0,26.1,28.9,40.6,26.1,34.1,25.9,85.7,29.9,18.2,93.2,1011.9,40.6,8.7,225.6,19.4,9,0.03,3,Partly cloudy throughout the day with rain.,rain
15/11/23,31.0,25.0,28.0,37.9,25.0,31.9,25.4,86.7,15.8,20.7,65.2,1012.3,44.8,9.0,224.1,19.4,8,0.06,3,Partly cloudy throughout the day with rain.,rain
16/11/23,30.0,25.0,27.2,36.2,25.0,30.3,25.5,90.6,24.1,17.3,44.6,1013.2,48.9,8.7,207.2,17.8,8,0.1,3,Partly cloudy throughout the day with late afternoon rain.,rain
17/11/23,31.6,25.6,28.2,37.6,25.6,30.7,23.5,77.2,25.2,17.6,37.2,1013.1,53.9,9.5,204.7,17.6,8,0.14,3,Partly cloudy throughout the day with rain.,rain
18/11/23,33.0,23.0,27.7,35.3,23.0,28.8,20.4,66.0,21.6,16.0,30.8,1012.3,43.0,9.9,243.3,21.1,9,0.17,2,Partly cloudy throughout the day.,notrain
19/11/23,33.4,23.0,27.6,35.7,23.0,29.5,21.3,69.7,19.8,13.3,14.6,1012.0,46.2,9.6,215.0,18.5,8,0.21,2,Becoming cloudy in the afternoon.,notrain
20/11/23,32.0,24.0,28.0,37.1,24.0,30.7,22.8,74.5,20.9,12.2,20.3,1011.3,43.3,9.4,223.5,19.1,9,0.25,3,Partly cloudy throughout the day with afternoon rain.,rain
21/11/23,33.2,25.6,29.0,39.2,25.6,32.9,24.5,77.9,18.4,10.4,325.1,1010.1,53.2,9.1,194.2,16.7,7,0.28,3,Partly cloudy throughout the day with rain.,rain
22/11/23,32.0,23.6,28.0,37.3,23.6,31.1,23.6,78.1,19.4,10.1,288.4,1009.2,34.6,9.0,176.8,15.1,8,0.31,3,Partly cloudy throughout the day with rain.,rain
23/11/23,31.4,26.0,27.5,40.2,26.0,30.7,26.1,92.6,20.5,15.1,263.7,1009.2,68.1,7.4,186.9,16.0,9,0.35,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
24/11/23,29.0,25.0,26.8,34.5,25.0,28.7,23.6,83.2,12.2,9.4,26.4,1010.0,70.5,9.2,121.9,10.4,6,0.39,3,Partly cloudy throughout the day with late afternoon rain.,rain
25/11/23,33.4,24.0,28.1,37.0,24.0,30.4,22.5,73.7,16.9,12.6,330.9,1009.8,59.2,9.8,143.6,12.2,7,0.42,3,Partly cloudy throughout the day with late afternoon rain.,rain
26/11/23,33.0,25.0,28.3,39.7,25.0,32.4,25.6,86.4,14.8,11.2,315.6,1010.7,65.3,8.6,179.5,15.6,7,0.46,3,Partly cloudy throughout the day with late afternoon rain.,rain
27/11/23,33.2,25.0,28.5,37.3,25.0,30.5,22.8,73.4,15.5,16.9,47.7,1010.0,58.4,9.7,137.5,11.9,6,0.5,3,Partly cloudy throughout the day with late afternoon rain.,rain
28/11/23,32.9,24.0,28.1,35.4,24.0,29.8,21.4,68.6,13.3,12.7,23.3,1010.1,56.6,10.0,204.6,17.8,9,0.53,3,Partly cloudy throughout the day with rain.,rain
29/11/23,33.0,24.4,28.7,38.7,24.4,32.6,24.2,77.5,17.6,14.0,37.9,1009.7,46.5,9.4,191.8,16.5,8,0.56,3,Partly cloudy throughout the day with late afternoon rain.,rain
30/11/23,33.0,26.0,29.7,42.3,26.0,35.3,25.8,81.2,19.4,12.3,101.6,1010.5,44.5,8.5,177.1,15.4,8,0.59,3,Partly cloudy throughout the day with late afternoon rain.,rain
12/1/2023,34.6,26.0,29.6,40.3,26.0,34.1,24.8,77.5,16.9,16.2,93.8,1009.8,45.4,8.9,195.7,16.9,8,0.62,3,Partly cloudy throughout the day with late afternoon rain.,rain
12/2/2023,31.6,25.4,28.1,36.3,25.4,31.5,24.5,81.8,23.4,16.0,115.5,1010.6,75.1,10.1,109.3,9.4,6,0.65,3,Partly cloudy throughout the day with late afternoon rain.,rain
12/3/2023,30.6,24.0,27.4,37.1,24.0,30.7,25.0,87.3,40.7,18.4,84.9,1010.7,64.8,9.3,122.9,10.6,6,0.69,3,Partly cloudy throughout the day with early morning rain.,rain
12/4/2023,33.4,25.4,29.0,38.5,25.4,32.8,24.5,78.5,24.5,16.3,125.9,1010.8,57.4,9.3,223.7,19.3,8,0.72,3,Partly cloudy throughout the day with rain.,rain
12/5/2023,34.0,26.0,29.5,38.9,26.0,33.9,24.7,77.5,19.8,16.0,131.1,1010.3,46.6,9.9,232.1,20.0,9,0.75,3,Partly cloudy throughout the day with late afternoon rain.,rain
12/6/2023,32.0,26.0,28.8,40.6,26.0,34.2,25.9,84.6,22.7,14.8,130.5,1011.0,47.2,9.8,194.3,16.6,7,0.78,3,Partly cloudy throughout the day with early morning rain.,rain
12/7/2023,32.3,25.0,28.5,39.2,25.0,32.3,25.1,82.9,27.4,12.2,139.9,1011.1,46.5,9.8,216.3,18.5,8,0.81,3,Partly cloudy throughout the day with a chance of rain throughout the day.,rain
12/8/2023,32.3,25.9,27.8,39.4,25.9,31.4,25.5,87.9,22.7,9.4,125.5,1011.3,49.2,8.4,150.8,13.2,8,0.85,3,Partly cloudy throughout the day with afternoon rain.,rain
12/9/2023,32.6,25.0,28.4,39.2,25.0,32.4,24.9,82.6,19.1,12.2,164.5,1010.5,58.6,9.3,207.3,18.0,7,0.88,2,Partly cloudy throughout the day.,rain
12/10/2023,32.0,26.0,28.9,37.9,26.0,33.4,24.7,79.4,29.9,15.5,143.3,1009.8,50.7,10.0,229.6,19.7,9,0.91,2,Partly cloudy throughout the day.,notrain
12/11/2023,35.0,24.4,29.3,40.0,24.4,32.5,23.6,74.0,30.2,15.8,118.1,1010.2,48.0,10.0,241.7,20.7,9,0.94,2,Partly cloudy throughout the day.,notrain
12/12/2023,35.0,25.0,29.7,37.7,25.0,31.8,22.4,68.3,44.6,20.5,100.7,1010.0,36.3,9.7,230.9,19.9,9,0.98,2,Partly cloudy throughout the day.,notrain
13/12/23,34.3,25.0,29.4,36.8,25.0,32.3,23.1,71.5,24.5,15.4,115.7,1011.0,48.6,9.6,225.3,19.5,9,0.0,2,Partly cloudy throughout the day.,notrain
14/12/23,35.0,26.0,30.6,38.5,26.0,34.3,23.1,67.4,42.5,23.4,102.6,1011.6,48.3,10.0,244.1,21.1,9,0.04,2,Partly cloudy throughout the day.,notrain
15/12/23,35.0,25.0,29.7,37.5,25.0,32.6,23.2,71.1,28.8,14.0,113.2,1011.0,44.6,10.2,244.1,21.1,9,0.08,2,Becoming cloudy in the afternoon.,notrain
16/12/23,33.0,25.6,29.2,38.8,25.6,32.6,23.8,74.2,26.6,15.8,114.7,1011.1,37.4,9.5,191.8,16.6,9,0.11,3,Partly cloudy throughout the day with afternoon rain.,rain
17/12/23,34.8,25.0,29.3,40.0,25.0,32.5,23.8,75.2,17.3,15.4,116.4,1011.2,37.7,10.3,219.8,19.2,8,0.15,3,Partly cloudy throughout the day with late afternoon rain.,rain
18/12/23,33.6,24.4,28.9,36.9,24.4,31.5,23.1,72.8,17.3,11.9,43.3,1011.8,51.7,10.0,186.6,16.1,9,0.19,3,Partly cloudy throughout the day with rain.,rain
19/12/23,34.4,25.0,29.3,37.8,25.0,31.7,22.4,68.7,21.6,13.3,39.2,1011.4,47.8,9.8,180.3,15.6,8,0.22,3,Becoming cloudy in the afternoon with late afternoon rain.,rain
20/12/23,33.6,25.4,28.9,36.1,25.4,30.5,20.3,60.8,19.4,16.6,45.1,1011.0,45.6,10.1,185.0,15.9,8,0.25,3,Partly cloudy throughout the day with late afternoon rain.,rain
21/12/23,34.6,24.0,29.0,36.4,24.0,29.9,19.1,56.2,31.3,18.2,30.8,1010.8,37.0,10.3,228.5,19.7,8,0.29,2,Partly cloudy throughout the day.,notrain
22/12/23,34.2,24.0,28.1,36.0,24.0,29.2,19.4,60.7,33.5,26.3,45.4,1012.5,60.1,10.3,200.9,17.4,8,0.33,2,Partly cloudy throughout the day.,rain
23/12/23,31.0,24.0,27.6,33.0,24.0,28.6,19.3,61.1,32.0,15.5,23.1,1013.3,52.7,10.3,173.0,14.9,7,0.36,2,Partly cloudy throughout the day.,notrain
24/12/23,30.0,24.0,26.9,32.1,24.0,28.1,20.4,67.9,19.1,11.4,4.4,1014.8,69.4,9.9,170.0,14.7,8,0.4,2,Partly cloudy throughout the day.,notrain
25/12/23,32.6,24.0,28.0,33.9,24.0,29.0,19.6,61.2,25.9,15.8,20.1,1013.8,52.1,9.9,228.2,19.8,8,0.44,2,Partly cloudy throughout the day.,notrain
26/12/23,33.0,23.0,27.9,35.2,23.0,29.3,20.0,63.5,20.5,12.1,352.7,1014.3,44.0,10.0,243.3,21.1,8,0.47,2,Partly cloudy throughout the day.,notrain
27/12/23,32.9,24.0,28.1,36.5,24.0,30.4,22.9,75.3,29.5,11.9,302.6,1014.3,43.8,8.7,231.8,19.9,8,0.5,3,Partly cloudy throughout the day with rain.,rain
28/12/23,32.4,25.0,28.3,37.6,25.0,31.6,24.4,80.8,22.7,10.4,63.7,1013.0,51.4,9.0,173.7,15.1,8,0.54,3,Partly cloudy throughout the day with late afternoon rain.,rain
29/12/23,34.4,26.0,29.3,38.8,26.0,33.1,24.6,77.6,25.9,16.6,131.4,1011.8,52.7,9.1,206.5,17.7,8,0.57,3,Partly cloudy throughout the day with rain.,rain
30/12/23,34.2,26.0,29.5,38.9,26.0,33.0,23.7,72.7,25.9,12.2,127.4,1011.0,43.1,9.3,208.8,17.9,8,0.6,2,Partly cloudy throughout the day.,notrain
31/12/23,33.6,26.0,28.7,38.8,26.0,32.5,25.0,82.3,24.8,25.9,181.0,1011.4,49.8,8.4,240.6,20.6,9,0.64,2,Partly cloudy throughout the day.,notrain
1/1/2024,32.0,25.0,28.1,36.8,25.0,31.0,24.3,81.4,20.2,16.6,239.8,1011.4,45.4,8.9,217.5,18.5,8,0.67,2,Partly cloudy throughout the day.,notrain
1/2/2024,34.0,25.0,28.6,38.3,25.0,32.4,24.7,81.5,25.2,14.8,248.9,1010.9,44.6,9.4,186.0,16.1,8,0.7,2,Partly cloudy throughout the day.,rain
1/3/2024,33.0,25.9,28.6,39.1,25.9,32.0,24.5,80.0,21.6,18.4,183.7,1010.9,46.0,8.8,184.5,16.0,9,0.73,2,Partly cloudy throughout the day.,notrain
1/4/2024,32.0,25.0,28.1,36.6,25.0,30.6,23.1,75.4,24.8,14.8,206.1,1011.4,38.1,9.1,225.7,19.6,9,0.75,2,Partly cloudy throughout the day.,notrain
1/5/2024,31.0,24.0,27.7,35.5,24.0,30.5,23.8,80.5,15.8,9.4,336.1,1012.3,63.4,6.7,229.8,20.0,8,0.8,2,Partly cloudy throughout the day.,notrain
1/6/2024,33.0,24.9,28.6,37.7,24.9,31.6,23.5,75.8,23.0,14.8,281.3,1011.7,44.7,7.5,197.0,16.9,9,0.83,3,Partly cloudy throughout the day with rain.,rain
1/7/2024,34.0,25.0,28.8,39.3,25.0,32.3,24.2,78.1,28.8,16.6,168.3,1012.2,36.0,8.4,200.2,17.2,8,0.86,2,Partly cloudy throughout the day.,notrain
1/8/2024,32.0,25.9,28.6,36.8,25.9,31.6,23.5,75.3,22.0,16.0,141.2,1012.1,56.8,8.9,226.5,19.3,8,0.89,2,Partly cloudy throughout the day.,notrain
1/9/2024,34.0,25.9,28.8,39.2,25.9,31.9,23.9,76.6,27.0,16.6,132.2,1011.2,47.0,8.6,239.5,20.8,8,0.93,2,Partly cloudy throughout the day.,notrain
1/10/2024,34.0,25.9,29.3,38.3,25.9,31.9,22.3,67.8,35.3,14.8,134.3,1010.6,41.5,10.1,233.2,20.1,9,0.96,2,Partly cloudy throughout the day.,notrain
1/11/2024,34.0,24.0,28.5,37.0,24.0,30.8,22.7,72.5,31.3,16.6,129.5,1011.1,53.1,9.7,244.6,21.1,9,0.0,2,Partly cloudy throughout the day.,notrain
1/12/2024,32.0,23.0,27.5,35.6,23.0,29.1,21.9,73.1,30.2,14.1,149.0,1011.1,41.6,9.3,204.8,17.6,8,0.02,2,Partly cloudy throughout the day.,notrain
13/01/24,32.0,23.0,27.1,34.1,23.0,28.4,21.4,72.7,27.0,14.8,139.7,1011.3,41.4,8.3,195.3,16.8,7,0.06,2,Partly cloudy throughout the day.,notrain
14/01/24,32.0,23.0,27.3,34.1,23.0,28.4,21.1,71.1,20.2,13.0,343.3,1012.0,38.9,8.7,125.8,10.8,5,0.1,2,Partly cloudy throughout the day.,notrain
15/01/24,34.0,23.0,27.7,35.1,23.0,28.9,20.6,68.1,20.5,14.8,97.9,1011.5,39.7,9.7,230.8,19.8,9,0.13,2,Partly cloudy throughout the day.,notrain
16/01/24,33.0,24.0,28.2,37.0,24.0,30.1,22.1,70.7,21.2,18.4,178.8,1011.3,43.1,9.2,247.6,21.3,9,0.17,2,Partly cloudy throughout the day.,notrain
17/01/24,35.0,24.0,28.9,36.4,24.0,30.4,21.2,66.0,27.0,13.0,140.4,1011.1,51.2,9.4,233.6,20.1,9,0.2,2,Partly cloudy throughout the day.,notrain
18/01/24,35.0,25.0,29.0,37.7,25.0,31.4,22.8,71.6,35.3,18.4,153.5,1010.8,53.8,9.7,128.7,11.2,6,0.25,2,Partly cloudy throughout the day.,notrain
19/01/24,34.0,24.0,28.6,36.1,24.0,30.4,21.8,68.7,31.3,16.6,116.6,1010.7,36.7,9.2,253.0,21.9,9,0.27,2,Becoming cloudy in the afternoon.,notrain
20/01/24,32.0,24.0,27.8,34.9,24.0,29.5,21.6,70.2,26.3,16.6,142.8,1011.4,62.9,10.3,235.8,20.6,9,0.31,2,Partly cloudy throughout the day.,notrain
21/01/24,32.0,24.0,28.0,35.8,24.0,29.8,21.8,70.5,31.7,14.8,129.3,1012.5,58.0,10.1,241.6,21.0,9,0.34,2,Partly cloudy throughout the day.,notrain
22/01/24,35.0,25.0,29.2,36.3,25.0,30.1,19.3,57.2,35.3,16.6,118.7,1012.6,38.6,10.1,255.5,22.3,9,0.38,2,Partly cloudy throughout the day.,notrain
23/01/24,35.0,24.0,28.7,36.3,24.0,30.3,20.7,64.2,29.2,16.4,110.5,1013.3,28.8,10.1,258.2,22.4,9,0.41,2,Partly cloudy throughout the day.,notrain
24/01/24,35.0,24.0,28.7,36.9,24.0,30.1,21.5,68.7,26.6,17.7,137.2,1013.8,33.1,9.5,262.8,22.7,9,0.45,2,Partly cloudy throughout the day.,notrain
25/01/24,35.0,25.0,29.0,36.3,25.0,30.5,20.2,60.1,19.4,13.0,116.9,1015.3,44.4,9.5,253.5,21.9,9,0.48,2,Partly cloudy throughout the day.,notrain
26/01/24,34.0,24.9,28.8,35.7,24.9,30.0,19.8,59.9,40.7,16.6,109.2,1016.2,33.4,10.0,264.3,22.8,9,0.5,2,Partly cloudy throughout the day.,notrain
27/01/24,34.0,24.0,28.5,35.1,24.0,29.4,19.4,59.7,28.4,20.2,103.7,1015.3,30.4,10.0,265.9,23.0,9,0.55,2,Partly cloudy throughout the day.,notrain
28/01/24,35.0,24.0,28.9,34.7,24.0,29.1,17.0,50.5,23.8,16.6,118.8,1015.4,27.5,10.3,267.9,23.1,9,0.58,2,Partly cloudy throughout the day.,notrain
29/01/24,35.0,23.9,29.0,34.7,23.9,29.5,17.5,51.6,34.6,16.0,112.0,1014.8,33.2,9.6,270.6,23.4,9,0.61,2,Partly cloudy throughout the day.,notrain
30/01/24,34.0,25.0,29.1,35.7,25.0,30.0,18.6,54.5,38.2,24.8,121.8,1014.2,35.8,9.5,269.8,23.3,9,0.65,2,Partly cloudy throughout the day.,notrain
31/01/24,35.0,25.0,29.0,36.3,25.0,30.2,19.7,58.9,33.8,18.4,117.6,1013.9,44.0,10.2,260.3,22.5,9,0.68,2,Partly cloudy throughout the day.,notrain
2/1/2024,34.0,25.9,28.8,36.1,25.9,30.4,20.9,63.5,31.7,19.6,156.7,1014.3,48.9,10.3,239.8,20.6,9,0.71,2,Partly cloudy throughout the day.,notrain
2/2/2024,33.0,25.9,28.1,37.0,25.9,29.9,22.7,73.8,35.6,17.7,152.0,1013.5,55.7,10.3,257.3,22.2,9,0.75,2,Partly cloudy throughout the day.,notrain
2/3/2024,35.0,25.0,28.6,36.9,25.0,30.3,22.2,70.9,35.3,19.6,156.3,1013.5,39.2,10.2,274.1,23.6,9,0.75,2,Partly cloudy throughout the day.,notrain
2/4/2024,35.0,25.9,28.9,37.7,25.9,31.1,23.0,73.0,30.2,20.9,155.4,1013.8,32.1,10.3,272.9,23.4,9,0.81,2,Partly cloudy throughout the day.,notrain
2/5/2024,33.0,25.9,28.4,38.1,25.9,32.1,24.3,79.3,32.0,20.5,150.2,1014.0,44.6,9.4,259.3,22.3,9,0.84,2,Partly cloudy throughout the day.,notrain
2/6/2024,35.0,25.9,29.0,37.8,25.9,31.4,23.1,73.0,35.6,22.3,144.9,1014.0,32.1,9.7,272.9,23.4,9,0.88,2,Partly cloudy throughout the day.,notrain
2/7/2024,32.0,26.0,28.6,37.9,26.0,32.2,24.0,76.8,27.7,17.0,152.0,1012.8,58.9,10.1,241.9,20.8,9,0.91,2,Partly cloudy throughout the day.,notrain
2/8/2024,32.0,25.9,28.1,34.9,25.9,30.7,23.5,77.5,29.9,14.8,146.2,1012.2,58.1,10.3,212.4,18.3,8,0.94,2,Partly cloudy throughout the day.,notrain
2/9/2024,35.0,25.9,29.3,37.2,25.9,31.3,22.4,69.0,34.9,20.5,137.1,1013.3,35.4,10.3,272.9,23.6,10,0.98,2,Partly cloudy throughout the day.,notrain
2/10/2024,35.0,25.0,29.2,36.4,25.0,30.9,21.5,66.7,30.2,20.5,128.7,1014.7,30.5,9.6,283.5,24.5,10,0.0,2,Partly cloudy throughout the day.,notrain
2/11/2024,35.0,24.0,29.1,35.2,24.0,29.7,18.0,52.8,24.8,14.8,72.8,1016.2,34.9,10.3,284.2,24.5,10,0.04,2,Partly cloudy throughout the day.,notrain
2/12/2024,34.0,23.0,28.3,33.6,23.0,28.7,17.3,52.9,20.5,14.8,60.0,1015.6,29.1,10.3,285.5,24.7,10,0.08,2,Partly cloudy throughout the day.,notrain
13/02/24,35.0,24.0,29.5,36.9,24.0,30.8,19.7,57.7,43.2,18.4,116.9,1014.0,24.0,10.0,281.8,24.4,10,0.11,2,Partly cloudy throughout the day.,notrain
14/02/24,36.0,26.9,30.5,37.4,28.5,32.3,19.7,53.8,39.6,20.5,118.8,1012.9,42.5,10.3,228.3,19.9,9,0.15,2,Partly cloudy throughout the day.,notrain
15/02/24,36.0,26.0,30.7,38.1,26.0,32.3,19.4,52.3,42.8,19.6,115.4,1012.9,40.4,10.3,275.6,23.7,10,0.18,2,Partly cloudy throughout the day.,notrain
16/02/24,36.0,25.9,30.1,36.8,25.9,31.1,18.9,53.2,44.6,19.6,122.2,1012.7,31.4,10.3,284.6,24.5,10,0.25,2,Partly cloudy throughout the day.,notrain
17/02/24,36.0,25.0,29.5,35.8,25.0,30.1,17.7,51.1,37.4,18.4,124.8,1011.9,46.7,10.2,290.8,25.2,10,0.25,2,Partly cloudy throughout the day.,notrain
18/02/24,36.0,24.0,29.2,38.1,24.0,31.4,21.8,66.3,34.6,20.5,144.4,1012.1,33.7,10.3,288.7,25.0,10,0.28,2,Partly cloudy throughout the day.,notrain
19/02/24,34.0,26.0,29.1,39.3,26.0,32.1,23.6,74.1,32.8,20.5,146.4,1012.2,37.7,10.1,276.3,23.8,10,0.32,2,Partly cloudy throughout the day.,notrain
20/02/24,34.0,26.0,28.9,37.3,26.0,31.9,23.6,75.0,34.2,17.7,155.8,1012.0,37.8,10.3,270.4,23.3,10,0.35,2,Partly cloudy throughout the day.,notrain
21/02/24,33.0,25.9,28.7,38.1,25.9,32.0,24.3,78.9,27.4,19.6,155.9,1011.5,42.9,10.2,291.1,25.1,10,0.39,2,Partly cloudy throughout the day.,notrain
22/02/24,35.0,25.9,29.3,37.7,25.9,32.0,22.8,70.7,36.0,20.5,152.7,1012.4,32.2,10.3,294.7,25.7,10,0.42,2,Partly cloudy throughout the day.,notrain
23/02/24,34.0,26.0,29.4,38.3,26.0,33.0,23.6,73.1,43.2,22.9,146.0,1012.6,42.9,10.3,287.4,24.8,10,0.45,2,Partly cloudy throughout the day.,notrain
24/02/24,35.0,26.9,30.1,39.5,29.2,33.3,22.4,65.8,41.4,24.1,140.1,1012.4,25.6,10.3,287.8,25.0,10,0.5,2,Partly cloudy throughout the day.,notrain
25/02/24,35.0,25.0,29.8,36.9,25.0,31.2,19.6,55.8,36.7,20.9,134.4,1011.6,25.4,10.1,295.6,25.7,10,0.52,2,Partly cloudy throughout the day.,notrain
26/02/24,36.0,25.0,30.4,36.8,25.0,31.6,19.3,53.8,41.8,20.5,114.5,1011.8,32.6,10.2,296.2,25.8,10,0.56,2,Partly cloudy throughout the day.,notrain
27/02/24,36.0,26.9,30.1,39.5,28.8,33.0,21.6,61.5,38.9,24.1,112.8,1011.2,48.6,10.3,216.8,18.8,10,0.59,3,Partly cloudy throughout the day with late afternoon rain.,rain
28/02/24,36.0,25.0,30.0,38.5,25.0,31.7,20.0,57.0,44.6,20.5,125.0,1010.2,43.6,10.3,288.0,24.9,10,0.62,2,Partly cloudy throughout the day.,notrain
29/02/24,36.0,25.0,30.1,38.5,25.0,31.5,19.5,54.8,41.8,22.3,129.5,1010.6,35.6,10.3,294.5,25.7,10,0.66,2,Partly cloudy throughout the day.,notrain
3/1/2024,35.0,26.0,29.9,37.7,26.0,31.7,19.8,55.5,32.4,20.5,132.3,1011.2,42.2,10.3,256.0,22.1,10,0.69,2,Partly cloudy throughout the day.,notrain
3/2/2024,36.0,26.0,29.9,38.9,26.0,32.1,21.0,60.5,32.0,20.3,134.4,1011.1,36.6,10.2,272.2,23.5,10,0.73,2,Partly cloudy throughout the day.,notrain
